PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
6227,Couple Romance,happy,lip-syncing,special-effects,Hindi
6232,Couple Romance,happy,lip-syncing,self-shot,Hindi
6240,Couple Romance,happy,lip-syncing,self-shot,Hindi
6247,Couple Romance,affection,lip-syncing,self-shot,Hindi
6250,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6254,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6255,Couple Romance,affection,lip-syncing,special-effects,Hindi
6256,Couple Romance,affection,lip-syncing,special-effects,Hindi
6284,Couple Romance,happy,lip-syncing,self-shot,Hindi
6303,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6326,Couple Romance,affection,lip-syncing,collab,Hindi
6367,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
6369,Couple Romance,happy,lip-syncing,self-shot,Hindi
6374,Couple Romance,affection,lip-syncing,self-shot,Hindi
6381,Couple Romance,affection,lip-syncing,special-effects,Hindi
6391,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6392,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6409,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
6435,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6438,Couple Romance,affection,lip-syncing,self-shot,Hindi
6445,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6477,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6501,Couple Romance,affection,background-song-with-lyrics,movie/tv-show,Hindi
6527,Couple Romance,happy,lip-syncing,self-shot,Hindi
6533,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6534,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6556,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6588,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6621,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6627,Couple Romance,confidence,lip-syncing,self-shot,Hindi
6659,Couple Romance,happy,lip-syncing,self-shot,Hindi
6703,Couple Romance,happy,lip-syncing,self-shot,Hindi
6706,Couple Romance,affection,self-spoken-monologues,self-shot,Hindi
6713,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6760,Couple Romance,happy,lip-syncing,self-shot,Hindi
6764,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6774,Couple Romance,affection,lip-syncing,videos-text-special-effects,Hindi
6784,Couple Romance,happy,self-spoken-dialogues,special-effects,Hindi
6834,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6841,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6846,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6863,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6868,Couple Romance,happy,lip-syncing,self-shot,Hindi
6871,Couple Romance,happy,lip-syncing,special-effects,Hindi
6893,Couple Romance,affection,lip-syncing,self-shot,Hindi
6899,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6902,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6908,Couple Romance,affection,lip-syncing,self-shot,Hindi
6911,Couple Romance,happy,lip-syncing,self-shot,Hindi
6945,Couple Romance,affection,lip-syncing,self-shot,Hindi
6963,Couple Romance,happy,lip-syncing,self-shot,Hindi
6979,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6981,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
6991,Couple Romance,happy,lip-syncing,special-effects,Hindi
6998,Couple Romance,happy,lip-syncing,self-shot,Hindi
7002,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7091,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
7095,Couple Romance,affection,self-spoken-monologues,videos-text-special-effects,Hindi
7123,Couple Romance,affection,lip-syncing,self-shot,Hindi
7147,Couple Romance,happy,lip-syncing,self-shot,Hindi
7156,Couple Romance,affection,lip-syncing,self-shot,Hindi
7161,Couple Romance,affection,self-spoken-dialogues,special-effects,Hindi
7182,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7183,Couple Romance,happy,lip-syncing,self-shot,Hindi
7196,Couple Romance,affection,lip-syncing,special-effects,Hindi
7197,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
7220,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
7239,Couple Romance,affection,lip-syncing,self-shot,Hindi
7260,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7268,Couple Romance,affection,lip-syncing,special-effects,Hindi
7320,Couple Romance,affection,lip-syncing,self-shot,Hindi
7321,Couple Romance,happy,lip-syncing,self-shot,Hindi
7324,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7327,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7338,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7341,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7342,Couple Romance,affection,lip-syncing,special-effects,Hindi
7346,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7372,Couple Romance,affection,lip-syncing,self-shot,Hindi
7378,Couple Romance,happy,lip-syncing,self-shot,Hindi
7395,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7406,Couple Romance,affection,lip-syncing,special-effects,Hindi
7426,Couple Romance,happy,lip-syncing,self-shot,Hindi
7450,Couple Romance,affection,lip-syncing,special-effects,Hindi
7457,Couple Romance,happy,self-spoken-monologues,animation,Hindi
7464,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7490,Couple Romance,happy,lip-syncing,self-shot,Hindi
7508,Couple Romance,affection,lip-syncing,self-shot,Hindi
7510,Couple Romance,happy,lip-syncing,self-shot,Hindi
7544,Couple Romance,happy,lip-syncing,self-shot,Hindi
7596,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7600,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7617,Couple Romance,happy,lip-syncing,self-shot,Hindi
7623,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7629,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7651,Couple Romance,affection,lip-syncing,self-shot,Hindi
7669,Couple Romance,affection,lip-syncing,self-shot,Hindi
7698,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
7700,Couple Romance,affection,lip-syncing,self-shot,Hindi
7706,Couple Romance,happy,lip-syncing,self-shot,Hindi
7717,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7719,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7727,Couple Romance,neutral,lip-syncing,special-effects,Hindi
7745,Couple Romance,happy,lip-syncing,self-shot,Hindi
7762,Couple Romance,affection,lip-syncing,self-shot,Hindi
7766,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7770,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7774,Couple Romance,happy,lip-syncing,self-shot,Hindi
7782,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7786,Couple Romance,affection,lip-syncing,self-shot,Hindi
7833,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
7862,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7886,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7904,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7911,Couple Romance,anger,lip-syncing,self-shot,Hindi
7918,Couple Romance,happy,lip-syncing,special-effects,Hindi
7936,Couple Romance,affection,lip-syncing,self-shot,Hindi
7949,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7971,Couple Romance,affection,lip-syncing,self-shot,Hindi
7984,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7998,Couple Romance,happy,lip-syncing,self-shot,Hindi
8036,Couple Romance,happy,lip-syncing,self-shot,Hindi
8089,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8126,Couple Romance,happy,lip-syncing,self-shot,Hindi
8137,Couple Romance,confidence,self-spoken-monologues,self-shot,Hindi
8150,Couple Romance,affection,lip-syncing,self-shot,Hindi
8164,Couple Romance,affection,lip-syncing,self-shot,Hindi
8165,Couple Romance,affection,lip-syncing,self-shot,Hindi
8172,Couple Romance,affection,lip-syncing,videos-text-special-effects,Hindi
8198,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
8203,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
8212,Couple Romance,sad,background-song-with-lyrics,self-shot,Hindi
8213,Couple Romance,affection,lip-syncing,self-shot,Hindi
8222,Couple Romance,affection,lip-syncing,self-shot,Hindi
8225,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8231,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8235,Couple Romance,affection,self-spoken-monologues,special-effects,Hindi
8240,Couple Romance,affection,lip-syncing,special-effects,Hindi
8249,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8254,Couple Romance,happy,lip-syncing,special-effects,Hindi
8255,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
8321,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8332,Couple Romance,affection,lip-syncing,self-shot,Hindi
8345,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8352,Couple Romance,happy,lip-syncing,self-shot,Hindi
8353,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8363,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
8376,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
8386,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8405,Couple Romance,happy,lip-syncing,self-shot,Hindi
8420,Couple Romance,affection,background-song-with-lyrics,movie/tv-show,Hindi
8421,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
8429,Couple Romance,affection,lip-syncing,collab,Hindi
8447,Couple Romance,happy,lip-syncing,self-shot,Hindi
8450,Couple Romance,affection,lip-syncing,special-effects,Hindi
8480,Couple Romance,happy,lip-syncing,self-shot,Hindi
8500,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8551,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
8560,Couple Romance,affection,lip-syncing,special-effects,Hindi
8587,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
8621,Couple Romance,happy,background-song-with-lyrics,reaction videos,Hindi
8635,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8641,Couple Romance,happy,lip-syncing,self-shot,Hindi
8644,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8660,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
8684,Couple Romance,affection,lip-syncing,special-effects,Hindi
8687,Couple Romance,fear,background-song-with-lyrics,videos-text-special-effects,Hindi
8693,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8707,Couple Romance,affection,lip-syncing,self-shot,Hindi
8723,Couple Romance,neutral,background-song-with-lyrics,self-shot,Hindi
8756,Couple Romance,happy,lip-syncing,self-shot,Hindi
8757,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
8761,Couple Romance,sad,background-song-with-lyrics,animation,Hindi
8811,Couple Romance,happy,lip-syncing,self-shot,Hindi
8831,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8838,Couple Romance,sad,lip-syncing,self-shot,Hindi
8884,Couple Romance,affection,lip-syncing,self-shot,Hindi
8903,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
8913,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
8934,Couple Romance,affection,lip-syncing,self-shot,Hindi
8941,Couple Romance,happy,lip-syncing,self-shot,Hindi
8973,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
8981,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
9003,Couple Romance,affection,lip-syncing,self-shot,Hindi
9008,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
9022,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9037,Couple Romance,happy,lip-syncing,self-shot,Hindi
9085,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
9097,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9100,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
9115,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
9172,Couple Romance,affection,lip-syncing,self-shot,Hindi
9173,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9200,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
9230,Couple Romance,affection,lip-syncing,self-shot,Hindi
9254,Couple Romance,affection,lip-syncing,self-shot,Hindi
9292,Couple Romance,happy,lip-syncing,self-shot,Hindi
9320,Couple Romance,happy,self-spoken-dialogues,videos-with-text,Hindi
9351,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9382,Couple Romance,affection,instrumental,self-shot,Hindi
9430,Couple Romance,happy,lip-syncing,self-shot,Hindi
9533,Couple Romance,affection,lip-syncing,self-shot,Hindi
9546,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9552,Couple Romance,affection,lip-syncing,self-shot,Hindi
9553,Couple Romance,happy,lip-syncing,self-shot,Hindi
9555,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
9585,Couple Romance,happy,lip-syncing,self-shot,Hindi
9590,Couple Romance,affection,lip-syncing,videos-text-special-effects,Hindi
9591,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
9603,Couple Romance,affection,lip-syncing,self-shot,Hindi
9616,Couple Romance,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
9626,Couple Romance,neutral,self-spoken-monologues,special-effects,Hindi
9630,Couple Romance,affection,lip-syncing,self-shot,Hindi
9634,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
9636,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9642,Couple Romance,affection,self-spoken-dialogues,self-shot,Hindi
9660,Couple Romance,affection,lip-syncing,self-shot,Hindi
9679,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9692,Couple Romance,affection,lip-syncing,self-shot,Hindi
9743,Couple Romance,affection,lip-syncing,self-shot,Hindi
9775,Couple Romance,happy,lip-syncing,self-shot,Hindi
9780,Couple Romance,affection,lip-syncing,self-shot,Hindi
9784,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
9807,Couple Romance,affection,self-spoken-monologues,videos-text-special-effects,Hindi
9811,Couple Romance,affection,self-spoken-dialogues,special-effects,Hindi
9812,Couple Romance,affection,lip-syncing,self-shot,Hindi
9820,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
9851,Couple Romance,affection,lip-syncing,self-shot,Hindi
9888,Couple Romance,affection,background-song-with-lyrics,movie/tv-show,Hindi
9924,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
9928,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
9945,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
9955,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
9983,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
9990,Couple Romance,happy,lip-syncing,self-shot,Hindi
10000,Couple Romance,happy,self-spoken-monologues,self-shot,Hindi
10004,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
10016,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
10050,Couple Romance,happy,lip-syncing,self-shot,Hindi
10053,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
10056,Couple Romance,affection,lip-syncing,reaction videos,Hindi
10069,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10073,Couple Romance,affection,lip-syncing,self-shot,Hindi
10075,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
10084,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10095,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
10097,Couple Romance,happy,self-spoken-monologues,self-shot,Hindi
10098,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
10113,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10117,Couple Romance,happy,lip-syncing,self-shot,Hindi
10136,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
10137,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10168,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10176,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
10188,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
10200,Couple Romance,affection,lip-syncing,self-shot,Hindi
10203,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
10205,Couple Romance,affection,self-spoken-dialogues,special-effects,Hindi
10229,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10234,Couple Romance,happy,lip-syncing,self-shot,Hindi
10303,Couple Romance,affection,lip-syncing,special-effects,Hindi
